student_id,question_id,topic,difficulty_level,is_correct,time_taken_sec,feedback_text,sentiment_label,sentiment_score
S003,7,General Social Studies - Class 6,3,0,65.0,Don't understand this topic,NEGATIVE,0.999188244342804
S003,164,General Social Studies - Class 8,3,1,38.3,Tough but I solved,POSITIVE,0.9913177490234375
S003,53,General Social Studies - Class 6,3,0,57.6,Don't understand this topic,NEGATIVE,0.999188244342804
S003,140,General Social Studies - Class 8,3,1,70.7,Tough but I solved,POSITIVE,0.9913177490234375
S003,93,General Social Studies - Class 7,3,0,63.3,I am confused,NEGATIVE,0.9992051720619202
S003,14,General Social Studies - Class 6,3,1,61.1,Tough but I solved,POSITIVE,0.9913177490234375
S003,189,General Social Studies - Class 9,3,0,56.4,Too hard,NEGATIVE,0.9992407560348511
S003,209,General Social Studies - Class 9,3,0,63.3,I am confused,NEGATIVE,0.9992051720619202
S003,202,General Social Studies - Class 9,3,0,53.9,I am confused,NEGATIVE,0.9992051720619202
S004,211,General Social Studies - Class 9,3,0,56.0,I am confused,NEGATIVE,0.9992051720619202
S004,32,General Social Studies - Class 6,3,1,50.0,Tough but I solved,POSITIVE,0.9913177490234375
S004,9,General Social Studies - Class 6,3,0,57.4,Too hard,NEGATIVE,0.9992407560348511
S004,94,General Social Studies - Class 7,3,0,65.8,Too hard,NEGATIVE,0.9992407560348511
S004,149,General Social Studies - Class 8,3,0,58.7,I am confused,NEGATIVE,0.9992051720619202
S004,164,General Social Studies - Class 8,3,0,60.8,Too hard,NEGATIVE,0.9992407560348511
S004,133,General Social Studies - Class 8,3,0,60.7,Too hard,NEGATIVE,0.9992407560348511
S004,176,General Social Studies - Class 9,3,0,74.0,Don't understand this topic,NEGATIVE,0.999188244342804
S004,208,General Social Studies - Class 9,3,0,69.8,I am confused,NEGATIVE,0.9992051720619202
S004,38,General Social Studies - Class 6,3,1,60.8,Tough but I solved,POSITIVE,0.9913177490234375
S004,24,General Social Studies - Class 6,3,1,59.1,Tough but I solved,POSITIVE,0.9913177490234375
S004,198,General Social Studies - Class 9,3,0,47.4,I am confused,NEGATIVE,0.9992051720619202
S004,177,General Social Studies - Class 9,3,0,63.0,Too hard,NEGATIVE,0.9992407560348511
S004,273,General Social Studies - Class 10,3,0,49.8,I am confused,NEGATIVE,0.9992051720619202
S004,117,General Social Studies - Class 8,3,0,63.7,I am confused,NEGATIVE,0.9992051720619202
S004,65,General Social Studies - Class 7,3,1,61.6,Tough but I solved,POSITIVE,0.9913177490234375
S004,195,General Social Studies - Class 9,3,0,57.5,Too hard,NEGATIVE,0.9992407560348511
S004,255,General Social Studies - Class 10,3,1,60.9,Tricky but OK,POSITIVE,0.9992111921310425
S004,205,General Social Studies - Class 9,3,1,64.0,Tricky but OK,POSITIVE,0.9992111921310425
S004,138,General Social Studies - Class 8,3,0,61.1,Too hard,NEGATIVE,0.9992407560348511
S005,242,General Social Studies - Class 10,3,0,59.5,I am confused,NEGATIVE,0.9992051720619202
S005,258,General Social Studies - Class 10,3,1,70.6,Tricky but OK,POSITIVE,0.9992111921310425
S005,240,General Social Studies - Class 10,3,1,44.2,Tough but I solved,POSITIVE,0.9913177490234375
S005,165,General Social Studies - Class 8,3,0,67.1,Too hard,NEGATIVE,0.9992407560348511
S005,13,General Social Studies - Class 6,3,0,68.3,I am confused,NEGATIVE,0.9992051720619202
S005,50,General Social Studies - Class 6,3,1,56.5,Tricky but OK,POSITIVE,0.9992111921310425
S005,84,General Social Studies - Class 7,3,1,56.1,Tough but I solved,POSITIVE,0.9913177490234375
S005,278,General Social Studies - Class 10,3,0,79.6,Don't understand this topic,NEGATIVE,0.999188244342804
S005,103,General Social Studies - Class 7,3,1,65.5,Tricky but OK,POSITIVE,0.9992111921310425
S005,196,General Social Studies - Class 9,3,1,57.4,Tough but I solved,POSITIVE,0.9913177490234375
S005,134,General Social Studies - Class 8,3,0,62.1,Don't understand this topic,NEGATIVE,0.999188244342804
S005,177,General Social Studies - Class 9,3,1,58.6,Tough but I solved,POSITIVE,0.9913177490234375
S005,158,General Social Studies - Class 8,3,0,51.4,Too hard,NEGATIVE,0.9992407560348511
S005,241,General Social Studies - Class 10,3,0,76.7,I am confused,NEGATIVE,0.9992051720619202
S005,129,General Social Studies - Class 8,3,0,75.4,Too hard,NEGATIVE,0.9992407560348511
S005,55,General Social Studies - Class 6,3,0,49.6,Too hard,NEGATIVE,0.9992407560348511
S005,160,General Social Studies - Class 8,3,0,68.4,Don't understand this topic,NEGATIVE,0.999188244342804
S005,112,General Social Studies - Class 8,3,0,41.9,Too hard,NEGATIVE,0.9992407560348511
S005,9,General Social Studies - Class 6,3,0,62.1,I am confused,NEGATIVE,0.9992051720619202
S005,161,General Social Studies - Class 8,3,1,59.7,Tough but I solved,POSITIVE,0.9913177490234375
S006,162,General Social Studies - Class 8,3,0,59.5,I am confused,NEGATIVE,0.9992051720619202
S006,1,General Social Studies - Class 6,3,0,66.7,Too hard,NEGATIVE,0.9992407560348511
S006,142,General Social Studies - Class 8,2,0,35.7,Too hard,NEGATIVE,0.9992407560348511
S006,257,General Social Studies - Class 10,3,0,60.6,Too hard,NEGATIVE,0.9992407560348511
S006,107,General Social Studies - Class 7,3,0,70.8,Too hard,NEGATIVE,0.9992407560348511
S006,158,General Social Studies - Class 8,3,1,60.6,Tough but I solved,POSITIVE,0.9913177490234375
S006,84,General Social Studies - Class 7,3,0,65.0,I am confused,NEGATIVE,0.9992051720619202
S006,46,General Social Studies - Class 6,3,1,63.0,Tough but I solved,POSITIVE,0.9913177490234375
S006,81,General Social Studies - Class 7,2,1,42.5,Tricky but OK,POSITIVE,0.9992111921310425
S006,227,General Social Studies - Class 10,3,0,51.8,I am confused,NEGATIVE,0.9992051720619202
S006,274,General Social Studies - Class 10,3,0,56.9,Don't understand this topic,NEGATIVE,0.999188244342804
S006,152,General Social Studies - Class 8,3,0,54.1,I am confused,NEGATIVE,0.9992051720619202
S006,264,General Social Studies - Class 10,3,0,71.0,Too hard,NEGATIVE,0.9992407560348511
S006,67,General Social Studies - Class 7,3,0,72.3,Too hard,NEGATIVE,0.9992407560348511
S006,154,General Social Studies - Class 8,3,1,63.7,Tricky but OK,POSITIVE,0.9992111921310425
S006,226,General Social Studies - Class 10,3,0,56.9,Too hard,NEGATIVE,0.9992407560348511
S006,256,General Social Studies - Class 10,3,0,66.4,I am confused,NEGATIVE,0.9992051720619202
S006,145,General Social Studies - Class 8,3,0,75.2,I am confused,NEGATIVE,0.9992051720619202
S006,223,General Social Studies - Class 9,3,0,60.2,Don't understand this topic,NEGATIVE,0.999188244342804
S006,202,General Social Studies - Class 9,3,0,63.3,Too hard,NEGATIVE,0.9992407560348511
S007,233,General Social Studies - Class 10,3,1,61.0,Tough but I solved,POSITIVE,0.9913177490234375
S007,104,General Social Studies - Class 7,3,0,68.3,Don't understand this topic,NEGATIVE,0.999188244342804
S007,275,General Social Studies - Class 10,3,1,55.8,Tricky but OK,POSITIVE,0.9992111921310425
S007,54,General Social Studies - Class 6,3,1,60.1,Tough but I solved,POSITIVE,0.9913177490234375
S007,76,General Social Studies - Class 7,3,1,58.5,Tricky but OK,POSITIVE,0.9992111921310425
S007,253,General Social Studies - Class 10,3,0,67.1,Too hard,NEGATIVE,0.9992407560348511
S007,96,General Social Studies - Class 7,3,1,70.5,Tough but I solved,POSITIVE,0.9913177490234375
S007,38,General Social Studies - Class 6,3,1,83.7,Tricky but OK,POSITIVE,0.9992111921310425
S007,95,General Social Studies - Class 7,3,0,60.2,Too hard,NEGATIVE,0.9992407560348511
S007,100,General Social Studies - Class 7,3,0,61.9,I am confused,NEGATIVE,0.9992051720619202
S007,56,General Social Studies - Class 7,2,1,59.3,Tough but I solved,POSITIVE,0.9913177490234375
S007,131,General Social Studies - Class 8,3,0,66.0,I am confused,NEGATIVE,0.9992051720619202
S007,103,General Social Studies - Class 7,3,0,61.1,Too hard,NEGATIVE,0.9992407560348511
S007,207,General Social Studies - Class 9,3,0,71.2,Too hard,NEGATIVE,0.9992407560348511
S007,188,General Social Studies - Class 9,3,0,81.0,I am confused,NEGATIVE,0.9992051720619202
S007,196,General Social Studies - Class 9,3,0,56.1,I am confused,NEGATIVE,0.9992051720619202
S007,211,General Social Studies - Class 9,3,0,66.4,Too hard,NEGATIVE,0.9992407560348511
S007,267,General Social Studies - Class 10,3,0,62.5,Don't understand this topic,NEGATIVE,0.999188244342804
S007,47,General Social Studies - Class 6,3,0,60.3,I am confused,NEGATIVE,0.9992051720619202
S007,22,General Social Studies - Class 6,3,0,60.9,Too hard,NEGATIVE,0.9992407560348511
S008,11,General Social Studies - Class 6,3,0,59.5,Don't understand this topic,NEGATIVE,0.999188244342804
S008,254,General Social Studies - Class 10,3,0,56.5,I am confused,NEGATIVE,0.9992051720619202
S008,283,General Social Studies - Class 10,3,0,65.2,Too hard,NEGATIVE,0.9992407560348511
S008,141,General Social Studies - Class 8,3,0,40.6,I am confused,NEGATIVE,0.9992051720619202
S008,22,General Social Studies - Class 6,3,0,57.8,Don't understand this topic,NEGATIVE,0.999188244342804
S008,121,General Social Studies - Class 8,3,0,65.8,Don't understand this topic,NEGATIVE,0.999188244342804
S008,210,General Social Studies - Class 9,3,0,65.8,Don't understand this topic,NEGATIVE,0.999188244342804
S008,17,General Social Studies - Class 6,3,0,54.1,I am confused,NEGATIVE,0.9992051720619202
S008,219,General Social Studies - Class 9,3,0,41.9,Too hard,NEGATIVE,0.9992407560348511
S008,150,General Social Studies - Class 8,3,0,48.1,I am confused,NEGATIVE,0.9992051720619202
S008,25,General Social Studies - Class 6,3,0,58.7,Don't understand this topic,NEGATIVE,0.999188244342804
S008,258,General Social Studies - Class 10,3,1,51.2,Tricky but OK,POSITIVE,0.9992111921310425
S008,26,General Social Studies - Class 6,3,1,60.2,Tricky but OK,POSITIVE,0.9992111921310425
S008,59,General Social Studies - Class 7,3,1,51.5,Tough but I solved,POSITIVE,0.9913177490234375
S008,44,General Social Studies - Class 6,3,1,59.2,Tough but I solved,POSITIVE,0.9913177490234375
S008,79,General Social Studies - Class 7,3,0,62.1,Too hard,NEGATIVE,0.9992407560348511
S008,106,General Social Studies - Class 7,3,1,52.2,Tough but I solved,POSITIVE,0.9913177490234375
S008,1,General Social Studies - Class 6,3,0,54.8,I am confused,NEGATIVE,0.9992051720619202
S008,134,General Social Studies - Class 8,3,0,59.6,Don't understand this topic,NEGATIVE,0.999188244342804
S008,12,General Social Studies - Class 6,3,0,53.5,I am confused,NEGATIVE,0.9992051720619202
S009,140,General Social Studies - Class 8,3,1,62.0,Tough but I solved,POSITIVE,0.9913177490234375
S009,57,General Social Studies - Class 7,3,0,61.0,Don't understand this topic,NEGATIVE,0.999188244342804
S009,73,General Social Studies - Class 7,3,0,65.2,I am confused,NEGATIVE,0.9992051720619202
S009,218,General Social Studies - Class 9,3,0,56.7,Don't understand this topic,NEGATIVE,0.999188244342804
S009,219,General Social Studies - Class 9,3,0,52.9,Too hard,NEGATIVE,0.9992407560348511
S009,237,General Social Studies - Class 10,3,1,61.0,Tricky but OK,POSITIVE,0.9992111921310425
S009,2,General Social Studies - Class 6,3,0,61.3,I am confused,NEGATIVE,0.9992051720619202
S009,34,General Social Studies - Class 6,3,0,71.5,Too hard,NEGATIVE,0.9992407560348511
S009,94,General Social Studies - Class 7,3,0,48.4,Don't understand this topic,NEGATIVE,0.999188244342804
S009,26,General Social Studies - Class 6,3,0,63.9,Too hard,NEGATIVE,0.9992407560348511
S009,193,General Social Studies - Class 9,3,0,71.7,Don't understand this topic,NEGATIVE,0.999188244342804
S009,157,General Social Studies - Class 8,3,1,55.5,Tough but I solved,POSITIVE,0.9913177490234375
S009,211,General Social Studies - Class 9,3,0,65.6,Don't understand this topic,NEGATIVE,0.999188244342804
S009,131,General Social Studies - Class 8,3,0,41.7,I am confused,NEGATIVE,0.9992051720619202
S009,220,General Social Studies - Class 9,3,0,53.2,I am confused,NEGATIVE,0.9992051720619202
S009,282,General Social Studies - Class 10,3,0,63.1,I am confused,NEGATIVE,0.9992051720619202
S009,101,General Social Studies - Class 7,3,1,76.4,Tricky but OK,POSITIVE,0.9992111921310425
S009,257,General Social Studies - Class 10,3,1,64.1,Tricky but OK,POSITIVE,0.9992111921310425
S009,197,General Social Studies - Class 9,3,0,73.0,I am confused,NEGATIVE,0.9992051720619202
S009,22,General Social Studies - Class 6,3,0,51.1,Don't understand this topic,NEGATIVE,0.999188244342804
S010,150,General Social Studies - Class 8,3,0,55.8,Don't understand this topic,NEGATIVE,0.999188244342804
S010,89,General Social Studies - Class 7,3,0,59.5,Don't understand this topic,NEGATIVE,0.999188244342804
S010,73,General Social Studies - Class 7,3,0,71.4,Don't understand this topic,NEGATIVE,0.999188244342804
S010,23,General Social Studies - Class 6,3,0,58.7,Too hard,NEGATIVE,0.9992407560348511
S010,166,General Social Studies - Class 8,3,0,74.4,I am confused,NEGATIVE,0.9992051720619202
S010,267,General Social Studies - Class 10,3,0,71.0,I am confused,NEGATIVE,0.9992051720619202
S010,218,General Social Studies - Class 9,3,0,64.1,Don't understand this topic,NEGATIVE,0.999188244342804
S010,29,General Social Studies - Class 6,3,0,72.7,Too hard,NEGATIVE,0.9992407560348511
S010,38,General Social Studies - Class 6,3,0,73.0,I am confused,NEGATIVE,0.9992051720619202
S010,153,General Social Studies - Class 8,2,0,48.4,I am confused,NEGATIVE,0.9992051720619202
S010,223,General Social Studies - Class 9,3,0,65.4,Too hard,NEGATIVE,0.9992407560348511
S010,27,General Social Studies - Class 6,3,0,71.0,Too hard,NEGATIVE,0.9992407560348511
S010,86,General Social Studies - Class 7,3,0,75.5,Don't understand this topic,NEGATIVE,0.999188244342804
S010,6,General Social Studies - Class 6,2,0,58.7,Don't understand this topic,NEGATIVE,0.999188244342804
S010,92,General Social Studies - Class 7,3,0,51.8,Too hard,NEGATIVE,0.9992407560348511
S010,186,General Social Studies - Class 9,3,0,57.4,Don't understand this topic,NEGATIVE,0.999188244342804
S010,118,General Social Studies - Class 8,3,1,64.5,Tricky but OK,POSITIVE,0.9992111921310425
S010,210,General Social Studies - Class 9,3,0,66.3,I am confused,NEGATIVE,0.9992051720619202
S010,169,General Social Studies - Class 9,3,0,58.6,Don't understand this topic,NEGATIVE,0.999188244342804
S010,53,General Social Studies - Class 6,3,0,49.6,Don't understand this topic,NEGATIVE,0.999188244342804
S011,252,General Social Studies - Class 10,3,0,76.3,Too hard,NEGATIVE,0.9992407560348511
S011,137,General Social Studies - Class 8,3,0,55.6,Too hard,NEGATIVE,0.9992407560348511
S011,163,General Social Studies - Class 8,3,0,66.7,Too hard,NEGATIVE,0.9992407560348511
S011,233,General Social Studies - Class 10,3,0,67.5,I am confused,NEGATIVE,0.9992051720619202
S011,158,General Social Studies - Class 8,3,1,59.0,Tricky but OK,POSITIVE,0.9992111921310425
S011,122,General Social Studies - Class 8,3,1,60.4,Tough but I solved,POSITIVE,0.9913177490234375
S011,278,General Social Studies - Class 10,3,0,65.3,Don't understand this topic,NEGATIVE,0.999188244342804
S011,276,General Social Studies - Class 10,3,0,64.8,I am confused,NEGATIVE,0.9992051720619202
S011,246,General Social Studies - Class 10,3,0,74.6,Don't understand this topic,NEGATIVE,0.999188244342804
S011,25,General Social Studies - Class 6,3,1,57.6,Tough but I solved,POSITIVE,0.9913177490234375
S011,279,General Social Studies - Class 10,3,0,70.0,I am confused,NEGATIVE,0.9992051720619202
S011,31,General Social Studies - Class 6,3,0,42.0,Too hard,NEGATIVE,0.9992407560348511
S011,43,General Social Studies - Class 6,3,0,56.4,Too hard,NEGATIVE,0.9992407560348511
S011,115,General Social Studies - Class 8,3,0,56.9,Too hard,NEGATIVE,0.9992407560348511
S011,164,General Social Studies - Class 8,3,0,48.4,Too hard,NEGATIVE,0.9992407560348511
S011,242,General Social Studies - Class 10,3,0,74.8,Don't understand this topic,NEGATIVE,0.999188244342804
S011,97,General Social Studies - Class 7,3,0,60.0,Don't understand this topic,NEGATIVE,0.999188244342804
S011,152,General Social Studies - Class 8,3,0,47.3,I am confused,NEGATIVE,0.9992051720619202
S011,189,General Social Studies - Class 9,3,1,53.6,Tricky but OK,POSITIVE,0.9992111921310425
S011,255,General Social Studies - Class 10,3,0,68.7,Too hard,NEGATIVE,0.9992407560348511
S012,188,General Social Studies - Class 9,3,0,57.4,I am confused,NEGATIVE,0.9992051720619202
S012,237,General Social Studies - Class 10,3,0,55.4,Too hard,NEGATIVE,0.9992407560348511
S012,83,General Social Studies - Class 7,3,0,60.7,I am confused,NEGATIVE,0.9992051720619202
S012,69,General Social Studies - Class 7,2,1,34.0,Tough but I solved,POSITIVE,0.9913177490234375
S012,267,General Social Studies - Class 10,3,0,67.4,Too hard,NEGATIVE,0.9992407560348511
S012,166,General Social Studies - Class 8,3,0,43.5,I am confused,NEGATIVE,0.9992051720619202
S012,97,General Social Studies - Class 7,3,0,59.9,I am confused,NEGATIVE,0.9992051720619202
S012,180,General Social Studies - Class 9,3,0,56.7,Too hard,NEGATIVE,0.9992407560348511
S012,39,General Social Studies - Class 6,3,0,63.1,I am confused,NEGATIVE,0.9992051720619202
S012,244,General Social Studies - Class 10,3,0,73.7,Don't understand this topic,NEGATIVE,0.999188244342804
S012,38,General Social Studies - Class 6,3,0,57.8,Too hard,NEGATIVE,0.9992407560348511
S012,212,General Social Studies - Class 9,3,0,50.6,Too hard,NEGATIVE,0.9992407560348511
S012,268,General Social Studies - Class 10,3,0,53.1,Too hard,NEGATIVE,0.9992407560348511
S012,258,General Social Studies - Class 10,3,0,56.3,I am confused,NEGATIVE,0.9992051720619202
S012,170,General Social Studies - Class 9,3,0,54.4,Don't understand this topic,NEGATIVE,0.999188244342804
S012,193,General Social Studies - Class 9,3,1,62.3,Tough but I solved,POSITIVE,0.9913177490234375
S012,54,General Social Studies - Class 6,3,0,62.3,Don't understand this topic,NEGATIVE,0.999188244342804
S012,222,General Social Studies - Class 9,3,0,50.5,Don't understand this topic,NEGATIVE,0.999188244342804
S012,96,General Social Studies - Class 7,3,1,58.8,Tricky but OK,POSITIVE,0.9992111921310425
S012,124,General Social Studies - Class 8,3,0,64.5,I am confused,NEGATIVE,0.9992051720619202
S013,193,General Social Studies - Class 9,3,0,54.5,Don't understand this topic,NEGATIVE,0.999188244342804
S013,40,General Social Studies - Class 6,3,1,43.7,Tough but I solved,POSITIVE,0.9913177490234375
S013,282,General Social Studies - Class 10,3,0,61.6,Don't understand this topic,NEGATIVE,0.999188244342804
S013,190,General Social Studies - Class 9,3,0,67.8,Too hard,NEGATIVE,0.9992407560348511
S013,132,General Social Studies - Class 8,3,0,50.0,Too hard,NEGATIVE,0.9992407560348511
S013,264,General Social Studies - Class 10,3,0,67.5,Don't understand this topic,NEGATIVE,0.999188244342804
S013,78,General Social Studies - Class 7,3,0,59.3,Too hard,NEGATIVE,0.9992407560348511
S013,17,General Social Studies - Class 6,3,0,45.4,Too hard,NEGATIVE,0.9992407560348511
S013,105,General Social Studies - Class 7,3,1,62.3,Tricky but OK,POSITIVE,0.9992111921310425
S013,148,General Social Studies - Class 8,3,0,60.3,Don't understand this topic,NEGATIVE,0.999188244342804
S013,30,General Social Studies - Class 6,3,0,62.8,Too hard,NEGATIVE,0.9992407560348511
S013,100,General Social Studies - Class 7,3,0,66.3,Too hard,NEGATIVE,0.9992407560348511
S013,120,General Social Studies - Class 8,3,0,69.3,Don't understand this topic,NEGATIVE,0.999188244342804
S013,115,General Social Studies - Class 8,3,0,63.3,Too hard,NEGATIVE,0.9992407560348511
S013,83,General Social Studies - Class 7,3,0,62.4,I am confused,NEGATIVE,0.9992051720619202
S013,41,General Social Studies - Class 6,3,1,78.9,Tricky but OK,POSITIVE,0.9992111921310425
S013,106,General Social Studies - Class 7,3,0,56.3,I am confused,NEGATIVE,0.9992051720619202
S013,93,General Social Studies - Class 7,3,0,55.8,Don't understand this topic,NEGATIVE,0.999188244342804
S013,11,General Social Studies - Class 6,3,1,53.1,Tricky but OK,POSITIVE,0.9992111921310425
S013,253,General Social Studies - Class 10,3,0,57.5,I am confused,NEGATIVE,0.9992051720619202
S014,5,General Social Studies - Class 6,3,0,59.8,Too hard,NEGATIVE,0.9992407560348511
S014,274,General Social Studies - Class 10,3,1,62.2,Tricky but OK,POSITIVE,0.9992111921310425
S014,136,General Social Studies - Class 8,3,0,64.0,Don't understand this topic,NEGATIVE,0.999188244342804
S014,262,General Social Studies - Class 10,3,0,44.6,I am confused,NEGATIVE,0.9992051720619202
S014,33,General Social Studies - Class 6,3,0,60.3,Don't understand this topic,NEGATIVE,0.999188244342804
S014,92,General Social Studies - Class 7,3,0,58.9,Too hard,NEGATIVE,0.9992407560348511
S014,24,General Social Studies - Class 6,3,0,68.0,I am confused,NEGATIVE,0.9992051720619202
S014,203,General Social Studies - Class 9,3,1,70.0,Tricky but OK,POSITIVE,0.9992111921310425
S014,256,General Social Studies - Class 10,3,0,52.1,Don't understand this topic,NEGATIVE,0.999188244342804
S014,247,General Social Studies - Class 10,3,0,64.4,Too hard,NEGATIVE,0.9992407560348511
S014,194,General Social Studies - Class 9,3,0,60.1,Don't understand this topic,NEGATIVE,0.999188244342804
S014,96,General Social Studies - Class 7,3,0,59.0,Don't understand this topic,NEGATIVE,0.999188244342804
S014,198,General Social Studies - Class 9,3,1,62.5,Tough but I solved,POSITIVE,0.9913177490234375
S014,93,General Social Studies - Class 7,3,0,67.2,Too hard,NEGATIVE,0.9992407560348511
S014,177,General Social Studies - Class 9,3,1,67.9,Tough but I solved,POSITIVE,0.9913177490234375
S014,195,General Social Studies - Class 9,3,0,50.4,I am confused,NEGATIVE,0.9992051720619202
S014,140,General Social Studies - Class 8,3,0,66.6,Too hard,NEGATIVE,0.9992407560348511
S014,146,General Social Studies - Class 8,3,0,61.7,I am confused,NEGATIVE,0.9992051720619202
S014,145,General Social Studies - Class 8,3,0,66.3,I am confused,NEGATIVE,0.9992051720619202
S014,94,General Social Studies - Class 7,3,0,71.4,I am confused,NEGATIVE,0.9992051720619202
S015,109,General Social Studies - Class 7,1,0,39.5,I should review this,POSITIVE,0.9963124394416809
S015,149,General Social Studies - Class 8,3,0,51.4,I am confused,NEGATIVE,0.9992051720619202
S015,154,General Social Studies - Class 8,3,0,52.7,Don't understand this topic,NEGATIVE,0.999188244342804
S015,228,General Social Studies - Class 10,3,0,66.4,Too hard,NEGATIVE,0.9992407560348511
S015,163,General Social Studies - Class 8,3,0,58.3,Don't understand this topic,NEGATIVE,0.999188244342804
S015,254,General Social Studies - Class 10,3,0,59.8,I am confused,NEGATIVE,0.9992051720619202
S015,53,General Social Studies - Class 6,3,0,66.4,I am confused,NEGATIVE,0.9992051720619202
S015,98,General Social Studies - Class 7,3,0,66.4,Don't understand this topic,NEGATIVE,0.999188244342804
